sub	ses	modality	run	task	acq	dir	filepath	AcquisitionDate	AcquisitionTime	sbref
02	08	sbref	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-08/func/sub-02_ses-08_task-retFF_run-01_sbref.nii.gz		14:43:17.465000	
02	08	sbref	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-08/func/sub-02_ses-08_task-retFF_run-02_sbref.nii.gz		15:48:43.392500	
02	08	sbref	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-08/func/sub-02_ses-08_task-retRW_run-01_sbref.nii.gz		14:37:22.162500	
02	08	sbref	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-08/func/sub-02_ses-08_task-retRW_run-02_sbref.nii.gz		15:42:45.585000	
02	09	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/anat/sub-02_ses-09_run-01_T1w.nii		13:48:14.097500	
02	09	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/anat/sub-02_ses-09_run-01_T1w.nii.gz		13:48:14.097500	
02	09	bold	1	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-WC_run-01_bold.nii.gz			
02	09	bold	2	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-WC_run-02_bold.nii.gz			
02	09	bold	3	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-WC_run-03_bold.nii.gz			
02	09	bold	4	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-WC_run-04_bold.nii.gz			
02	09	bold	5	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-WC_run-05_bold.nii.gz			
02	09	bold	6	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-WC_run-06_bold.nii.gz			
02	09	bold	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-01_bold.nii.gz		14:02:55.355000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-01_sbref.nii.gz
02	09	bold	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-02_bold.nii.gz		14:31:15.152500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-02_sbref.nii.gz
02	09	bold	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-03_bold.nii.gz		14:37:6.655000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-03_sbref.nii.gz
02	09	bold	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-04_bold.nii.gz		14:42:59.320000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-04_sbref.nii.gz
02	09	bold	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-05_bold.nii.gz		14:48:46.240000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-05_sbref.nii.gz
02	09	bold	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-06_bold.nii.gz		16:12:1.852500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-06_sbref.nii.gz
02	09	bold	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-07_bold.nii.gz		16:17:57.922500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-07_sbref.nii.gz
02	09	bold	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-08_bold.nii.gz		16:23:45.590000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-08_sbref.nii.gz
02	09	bold	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-09_bold.nii.gz		16:29:34.627500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-09_sbref.nii.gz
02	09	bold	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-10_bold.nii.gz		16:35:48.530000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-10_sbref.nii.gz
02	09	bold	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retCB_run-01_bold.nii.gz		15:13:36.982500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retCB_run-01_sbref.nii.gz
02	09	bold	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retCB_run-02_bold.nii.gz		16:02:40.190000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retCB_run-02_sbref.nii.gz
02	09	bold	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retFF_run-01_bold.nii.gz		15:06:51.487500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retFF_run-01_sbref.nii.gz
02	09	bold	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retFF_run-02_bold.nii.gz		15:56:3.622500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retFF_run-02_sbref.nii.gz
02	09	bold	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retRW_run-01_bold.nii.gz		14:59:54.510000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retRW_run-01_sbref.nii.gz
02	09	bold	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retRW_run-02_bold.nii.gz		15:49:36.520000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retRW_run-02_sbref.nii.gz
02	09	bold	1	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixFF_run-01_bold.nii.gz		15:06:51.487500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixFF_run-01_sbref.nii.gz
02	09	bold	2	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixFF_run-02_bold.nii.gz		15:56:3.622500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixFF_run-02_sbref.nii.gz
02	09	bold	1	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRW_run-01_bold.nii.gz		14:59:54.510000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRW_run-01_sbref.nii.gz
02	09	bold	2	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRW_run-02_bold.nii.gz		15:49:36.520000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRW_run-02_sbref.nii.gz
02	09	bold	1	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRWblock_run-01_bold.nii.gz		15:13:36.982500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRWblock_run-01_sbref.nii.gz
02	09	bold	2	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRWblock_run-02_bold.nii.gz		16:02:40.190000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRWblock_run-02_sbref.nii.gz
02	09	sbref	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-01_sbref.nii.gz		14:02:41.355000	
02	09	sbref	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-02_sbref.nii.gz		14:31:1.152500	
02	09	sbref	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-03_sbref.nii.gz		14:36:52.655000	
02	09	sbref	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-04_sbref.nii.gz		14:42:45.320000	
02	09	sbref	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-05_sbref.nii.gz		14:48:32.240000	
02	09	sbref	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-06_sbref.nii.gz		16:11:47.852500	
02	09	sbref	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-07_sbref.nii.gz		16:17:43.922500	
02	09	sbref	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-08_sbref.nii.gz		16:23:31.590000	
02	09	sbref	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-09_sbref.nii.gz		16:29:20.627500	
02	09	sbref	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-fLoc_run-10_sbref.nii.gz		16:35:34.530000	
02	09	sbref	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retCB_run-01_sbref.nii.gz		15:13:22.982500	
02	09	sbref	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retCB_run-02_sbref.nii.gz		16:02:26.190000	
02	09	sbref	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retFF_run-01_sbref.nii.gz		15:06:37.487500	
02	09	sbref	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retFF_run-02_sbref.nii.gz		15:55:49.622500	
02	09	sbref	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retRW_run-01_sbref.nii.gz		14:59:40.510000	
02	09	sbref	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retRW_run-02_sbref.nii.gz		15:49:22.520000	
02	09	sbref	1	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixFF_run-01_sbref.nii.gz		15:06:37.487500	
02	09	sbref	2	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixFF_run-02_sbref.nii.gz		15:55:49.622500	
02	09	sbref	1	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRW_run-01_sbref.nii.gz		14:59:40.510000	
02	09	sbref	2	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRW_run-02_sbref.nii.gz		15:49:22.520000	
02	09	sbref	1	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRWblock_run-01_sbref.nii.gz		15:13:22.982500	
02	09	sbref	2	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-09/func/sub-02_ses-09_task-retfixRWblock_run-02_sbref.nii.gz		16:02:26.190000	
02	10	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/anat/sub-02_ses-10_run-01_T1w.nii		09:12:34.622500	
02	10	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/anat/sub-02_ses-10_run-01_T1w.nii.gz		09:12:34.622500	
02	10	bold	1	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-WC_run-01_bold.nii.gz			
02	10	bold	2	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-WC_run-02_bold.nii.gz			
02	10	bold	3	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-WC_run-03_bold.nii.gz			
02	10	bold	4	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-WC_run-04_bold.nii.gz			
02	10	bold	5	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-WC_run-05_bold.nii.gz			
02	10	bold	6	WC			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-WC_run-06_bold.nii.gz			
02	10	bold	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-01_bold.nii.gz		09:24:24.605000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-01_sbref.nii.gz
02	10	bold	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-02_bold.nii.gz		09:30:13.555000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-02_sbref.nii.gz
02	10	bold	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-03_bold.nii.gz		09:36:3.582500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-03_sbref.nii.gz
02	10	bold	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-04_bold.nii.gz		09:41:49.340000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-04_sbref.nii.gz
02	10	bold	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-05_bold.nii.gz		09:47:38.220000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-05_sbref.nii.gz
02	10	bold	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-06_bold.nii.gz		11:29:32.037500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-06_sbref.nii.gz
02	10	bold	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-07_bold.nii.gz		11:35:31.420000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-07_sbref.nii.gz
02	10	bold	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-08_bold.nii.gz		11:41:19.292500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-08_sbref.nii.gz
02	10	bold	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-09_bold.nii.gz		11:47:8.812500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-09_sbref.nii.gz
02	10	bold	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-10_bold.nii.gz		11:52:59.962500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-10_sbref.nii.gz
02	10	bold	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retCB_run-01_bold.nii.gz		10:12:59.345000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retCB_run-01_sbref.nii.gz
02	10	bold	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retCB_run-02_bold.nii.gz		11:19:49.857500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retCB_run-02_sbref.nii.gz
02	10	bold	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retFF_run-01_bold.nii.gz		10:06:29.240000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retFF_run-01_sbref.nii.gz
02	10	bold	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retFF_run-02_bold.nii.gz		11:13:8.095000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retFF_run-02_sbref.nii.gz
02	10	bold	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retRW_run-01_bold.nii.gz		09:59:20.230000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retRW_run-01_sbref.nii.gz
02	10	bold	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retRW_run-02_bold.nii.gz		11:06:20.160000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retRW_run-02_sbref.nii.gz
02	10	bold	1	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixFF_run-01_bold.nii.gz		10:06:29.240000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixFF_run-01_sbref.nii.gz
02	10	bold	2	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixFF_run-02_bold.nii.gz		11:13:8.095000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixFF_run-02_sbref.nii.gz
02	10	bold	1	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRW_run-01_bold.nii.gz		09:59:20.230000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRW_run-01_sbref.nii.gz
02	10	bold	2	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRW_run-02_bold.nii.gz		11:06:20.160000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRW_run-02_sbref.nii.gz
02	10	bold	1	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRWblock_run-01_bold.nii.gz		10:12:59.345000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRWblock_run-01_sbref.nii.gz
02	10	bold	2	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRWblock_run-02_bold.nii.gz		11:19:49.857500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRWblock_run-02_sbref.nii.gz
02	10	sbref	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-01_sbref.nii.gz		09:24:10.605000	
02	10	sbref	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-02_sbref.nii.gz		09:29:59.555000	
02	10	sbref	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-03_sbref.nii.gz		09:35:49.582500	
02	10	sbref	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-04_sbref.nii.gz		09:41:35.340000	
02	10	sbref	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-05_sbref.nii.gz		09:47:24.220000	
02	10	sbref	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-06_sbref.nii.gz		11:29:18.037500	
02	10	sbref	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-07_sbref.nii.gz		11:35:17.420000	
02	10	sbref	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-08_sbref.nii.gz		11:41:5.292500	
02	10	sbref	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-09_sbref.nii.gz		11:46:54.812500	
02	10	sbref	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-fLoc_run-10_sbref.nii.gz		11:52:45.962500	
02	10	sbref	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retCB_run-01_sbref.nii.gz		10:12:45.345000	
02	10	sbref	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retCB_run-02_sbref.nii.gz		11:19:35.857500	
02	10	sbref	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retFF_run-01_sbref.nii.gz		10:06:15.240000	
02	10	sbref	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retFF_run-02_sbref.nii.gz		11:12:54.095000	
02	10	sbref	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retRW_run-01_sbref.nii.gz		09:59:6.230000	
02	10	sbref	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retRW_run-02_sbref.nii.gz		11:06:6.160000	
02	10	sbref	1	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixFF_run-01_sbref.nii.gz		10:06:15.240000	
02	10	sbref	2	retfixFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixFF_run-02_sbref.nii.gz		11:12:54.095000	
02	10	sbref	1	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRW_run-01_sbref.nii.gz		09:59:6.230000	
02	10	sbref	2	retfixRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRW_run-02_sbref.nii.gz		11:06:6.160000	
02	10	sbref	1	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRWblock_run-01_sbref.nii.gz		10:12:45.345000	
02	10	sbref	2	retfixRWblock			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-02/ses-10/func/sub-02_ses-10_task-retfixRWblock_run-02_sbref.nii.gz		11:19:35.857500	
03	01	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-03/ses-01/anat/sub-03_ses-01_run-01_T1w.nii		17:25:45.880000	
03	01	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-03/ses-01/anat/sub-03_ses-01_run-01_T1w.nii.gz		17:25:45.880000	
